,Label,Row,Intervals
551,12-551P,"[0, 2, 10, 5, 4, 7, 1, 11, 3, 8, 9, 6]",[ 2  8  7 11  3  6 10  4  5  1  9  6]
552,12-552,"[0, 2, 10, 7, 8, 11, 5, 9, 4, 3, 1, 6]",[ 2  8  9  1  3  6  4  7 11 10  5  6]
553,12-553,"[0, 2, 10, 7, 8, 1, 5, 11, 9, 4, 3, 6]",[ 2  8  9  1  5  4  6 10  7 11  3  6]
554,12-554,"[0, 2, 10, 7, 8, 1, 5, 4, 11, 9, 3, 6]",[ 2  8  9  1  5  4 11  7 10  6  3  6]
555,12-555,"[0, 2, 10, 7, 8, 1, 11, 5, 9, 4, 3, 6]",[ 2  8  9  1  5 10  6  4  7 11  3  6]
556,12-556,"[0, 2, 10, 7, 11, 5, 8, 9, 4, 3, 1, 6]",[ 2  8  9  4  6  3  1  7 11 10  5  6]
557,12-557,"[0, 2, 10, 7, 1, 5, 3, 4, 9, 8, 11, 6]",[ 2  8  9  6  4 10  1  5 11  3  7  6]
558,12-558,"[0, 2, 10, 7, 1, 11, 4, 5, 9, 8, 3, 6]",[ 2  8  9  6 10  5  1  4 11  7  3  6]
559,12-559,"[0, 2, 10, 9, 1, 7, 4, 5, 3, 8, 11, 6]",[ 2  8 11  4  6  9  1 10  5  3  7  6]
560,12-560,"[0, 2, 10, 9, 3, 7, 4, 5, 8, 1, 11, 6]",[ 2  8 11  6  4  9  1  3  5 10  7  6]
561,12-561,"[0, 2, 10, 9, 4, 7, 8, 5, 11, 3, 1, 6]",[ 2  8 11  7  3  1  9  6  4 10  5  6]
562,12-562,"[0, 2, 10, 9, 4, 7, 1, 11, 3, 8, 5, 6]",[ 2  8 11  7  3  6 10  4  5  9  1  6]
563,12-563,"[0, 2, 10, 9, 7, 11, 5, 8, 3, 4, 1, 6]",[ 2  8 11 10  4  6  3  7  1  9  5  6]
564,12-564,"[0, 2, 10, 9, 7, 1, 4, 11, 3, 8, 5, 6]",[ 2  8 11 10  6  3  7  4  5  9  1  6]
565,12-565,"[0, 2, 11, 3, 10, 8, 9, 5, 4, 7, 1, 6]",[ 2  9  4  7 10  1  8 11  3  6  5  6]
566,12-566,"[0, 2, 11, 3, 10, 8, 7, 1, 4, 9, 5, 6]",[ 2  9  4  7 10 11  6  3  5  8  1  6]
567,12-567,"[0, 2, 11, 3, 1, 8, 7, 10, 4, 9, 5, 6]",[ 2  9  4 10  7 11  3  6  5  8  1  6]
568,12-568,"[0, 2, 11, 4, 5, 9, 3, 1, 8, 7, 10, 6]",[ 2  9  5  1  4  6 10  7 11  3  8  6]
569,12-569,"[0, 2, 11, 4, 5, 9, 8, 3, 1, 7, 10, 6]",[ 2  9  5  1  4 11  7 10  6  3  8  6]
570,12-570,"[0, 2, 11, 4, 5, 3, 9, 1, 8, 7, 10, 6]",[ 2  9  5  1 10  6  4  7 11  3  8  6]
571,12-571,"[0, 2, 11, 4, 8, 3, 1, 7, 10, 9, 5, 6]",[ 2  9  5  4  7 10  6  3 11  8  1  6]
572,12-572,"[0, 2, 11, 4, 8, 7, 1, 9, 10, 5, 3, 6]",[ 2  9  5  4 11  6  8  1  7 10  3  6]
573,12-573,"[0, 2, 11, 4, 10, 1, 9, 8, 3, 7, 5, 6]",[ 2  9  5  6  3  8 11  7  4 10  1  6]
574,12-574S,"[0, 2, 11, 4, 3, 7, 1, 9, 10, 5, 8, 6]",[ 2  9  5 11  4  6  8  1  7  3 10  6]
575,12-575,"[0, 2, 11, 5, 9, 7, 8, 1, 4, 3, 10, 6]",[ 2  9  6  4 10  1  5  3 11  7  8  6]
576,12-576,"[0, 2, 11, 5, 9, 7, 8, 4, 3, 10, 1, 6]",[ 2  9  6  4 10  1  8 11  7  3  5  6]
577,12-577L,"[0, 2, 11, 5, 10, 1, 9, 4, 3, 7, 8, 6]",[ 2  9  6  5  3  8  7 11  4  1 10  6]
578,12-578,"[0, 2, 11, 5, 3, 4, 9, 1, 8, 7, 10, 6]",[ 2  9  6 10  1  5  4  7 11  3  8  6]
579,12-579L,"[0, 2, 11, 5, 4, 7, 3, 10, 8, 9, 1, 6]",[ 2  9  6 11  3  8  7 10  1  4  5  6]
580,12-580,"[0, 2, 11, 5, 4, 8, 9, 7, 3, 10, 1, 6]",[ 2  9  6 11  4  1 10  8  7  3  5  6]
581,12-581,"[0, 2, 11, 7, 10, 4, 9, 8, 3, 1, 5, 6]",[ 2  9  8  3  6  5 11  7 10  4  1  6]
582,12-582,"[0, 2, 11, 7, 10, 5, 4, 8, 9, 3, 1, 6]",[ 2  9  8  3  7 11  4  1  6 10  5  6]
583,12-583,"[0, 2, 11, 7, 1, 5, 10, 8, 9, 4, 3, 6]",[ 2  9  8  6  4  5 10  1  7 11  3  6]
584,12-584,"[0, 2, 11, 7, 1, 5, 4, 9, 10, 8, 3, 6]",[ 2  9  8  6  4 11  5  1 10  7  3  6]
585,12-585,"[0, 2, 11, 7, 5, 8, 3, 4, 10, 9, 1, 6]",[ 2  9  8 10  3  7  1  6 11  4  5  6]
586,12-586,"[0, 2, 11, 7, 5, 9, 8, 3, 4, 10, 1, 6]",[ 2  9  8 10  4 11  7  1  6  3  5  6]
587,12-587,"[0, 2, 11, 7, 5, 4, 8, 9, 3, 10, 1, 6]",[ 2  9  8 10 11  4  1  6  7  3  5  6]
588,12-588,"[0, 2, 11, 9, 10, 5, 8, 4, 3, 7, 1, 6]",[ 2  9 10  1  7  3  8 11  4  6  5  6]
589,12-589,"[0, 2, 11, 9, 10, 5, 4, 8, 1, 7, 3, 6]",[ 2  9 10  1  7 11  4  5  6  8  3  6]
590,12-590,"[0, 2, 11, 9, 8, 3, 4, 7, 1, 5, 10, 6]",[ 2  9 10 11  7  1  3  6  4  5  8  6]
591,12-591L,"[0, 2, 11, 9, 8, 3, 7, 1, 4, 5, 10, 6]",[ 2  9 10 11  7  4  6  3  1  5  8  6]
592,12-592,"[0, 2, 11, 10, 1, 8, 4, 9, 3, 7, 5, 6]",[ 2  9 11  3  7  8  5  6  4 10  1  6]
593,12-593S,"[0, 2, 11, 10, 3, 7, 1, 9, 4, 5, 8, 6]",[ 2  9 11  5  4  6  8  7  1  3 10  6]
594,12-594,"[0, 2, 11, 10, 3, 9, 1, 8, 4, 7, 5, 6]",[ 2  9 11  5  6  4  7  8  3 10  1  6]
595,12-595L,"[0, 2, 11, 10, 5, 1, 4, 9, 3, 7, 8, 6]",[ 2  9 11  7  8  3  5  6  4  1 10  6]
596,12-596,"[0, 2, 11, 10, 8, 3, 7, 1, 4, 9, 5, 6]",[ 2  9 11 10  7  4  6  3  5  8  1  6]
597,12-597S,"[0, 2, 1, 4, 9, 5, 11, 3, 10, 7, 8, 6]",[ 2 11  3  5  8  6  4  7  9  1 10  6]
598,12-598,"[0, 2, 1, 4, 9, 7, 8, 5, 11, 3, 10, 6]",[ 2 11  3  5 10  1  9  6  4  7  8  6]
599,12-599S,"[0, 2, 1, 4, 11, 3, 9, 5, 10, 7, 8, 6]",[ 2 11  3  7  4  6  8  5  9  1 10  6]
600,12-600P,"[0, 2, 1, 4, 11, 3, 9, 7, 8, 5, 10, 6]",[ 2 11  3  7  4  6 10  1  9  5  8  6]
601,12-601,"[0, 2, 1, 4, 11, 8, 9, 3, 7, 5, 10, 6]",[ 2 11  3  7  9  1  6  4 10  5  8  6]
602,12-602,"[0, 2, 1, 4, 11, 9, 3, 7, 8, 5, 10, 6]",[ 2 11  3  7 10  6  4  1  9  5  8  6]
603,12-603,"[0, 2, 1, 5, 8, 9, 7, 4, 10, 3, 11, 6]",[ 2 11  4  3  1 10  9  6  5  8  7  6]
604,12-604,"[0, 2, 1, 5, 10, 4, 7, 8, 3, 11, 9, 6]",[ 2 11  4  5  6  3  1  7  8 10  9  6]
605,12-605,"[0, 2, 1, 5, 10, 4, 11, 8, 9, 7, 3, 6]",[ 2 11  4  5  6  7  9  1 10  8  3  6]
606,12-606,"[0, 2, 1, 5, 10, 7, 8, 4, 11, 9, 3, 6]",[ 2 11  4  5  9  1  8  7 10  6  3  6]
607,12-607L,"[0, 2, 1, 5, 11, 4, 7, 3, 10, 8, 9, 6]",[ 2 11  4  6  5  3  8  7 10  1  9  6]
608,12-608,"[0, 2, 1, 5, 11, 7, 10, 8, 3, 4, 9, 6]",[ 2 11  4  6  8  3 10  7  1  5  9  6]
609,12-609,"[0, 2, 1, 5, 11, 7, 4, 9, 10, 8, 3, 6]",[ 2 11  4  6  8  9  5  1 10  7  3  6]
610,12-610,"[0, 2, 1, 5, 11, 8, 3, 4, 9, 7, 10, 6]",[ 2 11  4  6  9  7  1  5 10  3  8  6]
611,12-611,"[0, 2, 1, 7, 10, 3, 11, 9, 4, 8, 5, 6]",[ 2 11  6  3  5  8 10  7  4  9  1  6]
612,12-612L,"[0, 2, 1, 7, 10, 5, 3, 11, 4, 8, 9, 6]",[ 2 11  6  3  7 10  8  5  4  1  9  6]
613,12-613,"[0, 2, 1, 7, 10, 8, 3, 11, 4, 5, 9, 6]",[ 2 11  6  3 10  7  8  5  1  4  9  6]
614,12-614,"[0, 2, 1, 7, 11, 8, 4, 9, 10, 5, 3, 6]",[ 2 11  6  4  9  8  5  1  7 10  3  6]
615,12-615,"[0, 2, 1, 7, 3, 10, 8, 11, 4, 5, 9, 6]",[ 2 11  6  8  7 10  3  5  1  4  9  6]
616,12-616,"[0, 2, 1, 8, 11, 3, 9, 7, 4, 5, 10, 6]",[ 2 11  7  3  4  6 10  9  1  5  8  6]
617,12-617,"[0, 2, 1, 8, 11, 5, 3, 7, 4, 9, 10, 6]",[ 2 11  7  3  6 10  4  9  5  1  8  6]
618,12-618,"[0, 2, 1, 8, 11, 9, 3, 7, 4, 5, 10, 6]",[ 2 11  7  3 10  6  4  9  1  5  8  6]
619,12-619,"[0, 2, 1, 8, 4, 5, 10, 7, 11, 9, 3, 6]",[ 2 11  7  8  1  5  9  4 10  6  3  6]
620,12-620L,"[0, 2, 1, 8, 4, 7, 5, 10, 11, 3, 9, 6]",[ 2 11  7  8  3 10  5  1  4  6  9  6]
621,12-621,"[0, 2, 1, 8, 4, 9, 10, 7, 11, 5, 3, 6]",[ 2 11  7  8  5  1  9  4  6 10  3  6]
622,12-622,"[0, 2, 1, 8, 4, 9, 10, 7, 5, 11, 3, 6]",[ 2 11  7  8  5  1  9 10  6  4  3  6]
623,12-623,"[0, 2, 1, 8, 5, 11, 3, 4, 9, 7, 10, 6]",[ 2 11  7  9  6  4  1  5 10  3  8  6]
624,12-624,"[0, 2, 1, 9, 10, 7, 5, 11, 4, 8, 3, 6]",[ 2 11  8  1  9 10  6  5  4  7  3  6]
625,12-625,"[0, 2, 1, 9, 3, 7, 4, 5, 10, 8, 11, 6]",[ 2 11  8  6  4  9  1  5 10  3  7  6]
626,12-626,"[0, 2, 1, 9, 7, 8, 5, 10, 4, 11, 3, 6]",[ 2 11  8 10  1  9  5  6  7  4  3  6]
627,12-627,"[0, 2, 1, 9, 7, 10, 3, 4, 8, 5, 11, 6]",[ 2 11  8 10  3  5  1  4  9  6  7  6]
628,12-628,"[0, 2, 1, 9, 7, 10, 4, 11, 3, 8, 5, 6]",[ 2 11  8 10  3  6  7  4  5  9  1  6]
629,12-629,"[0, 2, 1, 10, 3, 9, 4, 8, 11, 7, 5, 6]",[ 2 11  9  5  6  7  4  3  8 10  1  6]
630,12-630S,"[0, 2, 1, 10, 3, 11, 5, 9, 4, 7, 8, 6]",[ 2 11  9  5  8  6  4  7  3  1 10  6]
631,12-631,"[0, 2, 1, 10, 4, 9, 5, 3, 7, 8, 11, 6]",[ 2 11  9  6  5  8 10  4  1  3  7  6]
632,12-632S,"[0, 2, 1, 10, 5, 9, 3, 11, 4, 7, 8, 6]",[ 2 11  9  7  4  6  8  5  3  1 10  6]
633,12-633,"[0, 2, 1, 10, 5, 11, 4, 8, 9, 7, 3, 6]",[ 2 11  9  7  6  5  4  1 10  8  3  6]
634,12-634,"[0, 2, 1, 11, 3, 9, 4, 7, 8, 5, 10, 6]",[ 2 11 10  4  6  7  3  1  9  5  8  6]
635,12-635,"[0, 2, 1, 11, 4, 7, 8, 5, 9, 3, 10, 6]",[ 2 11 10  5  3  1  9  4  6  7  8  6]
636,12-636,"[0, 2, 1, 11, 5, 8, 3, 7, 4, 9, 10, 6]",[ 2 11 10  6  3  7  4  9  5  1  8  6]
637,12-637,"[0, 2, 1, 11, 7, 8, 5, 9, 4, 10, 3, 6]",[ 2 11 10  8  1  9  4  7  6  5  3  6]
638,12-638,"[0, 2, 1, 11, 7, 10, 3, 9, 4, 8, 5, 6]",[ 2 11 10  8  3  5  6  7  4  9  1  6]
639,12-639,"[0, 2, 1, 11, 8, 3, 7, 10, 4, 9, 5, 6]",[ 2 11 10  9  7  4  3  6  5  8  1  6]
640,12-640,"[0, 2, 1, 11, 8, 4, 9, 3, 7, 10, 5, 6]",[ 2 11 10  9  8  5  6  4  3  7  1  6]
641,12-641L,"[0, 3, 4, 8, 10, 9, 5, 2, 7, 1, 11, 6]",[ 3  1  4  2 11  8  9  5  6 10  7  6]
642,12-642L,"[0, 3, 4, 8, 10, 9, 7, 2, 11, 5, 1, 6]",[ 3  1  4  2 11 10  7  9  6  8  5  6]
643,12-643,"[0, 3, 4, 8, 1, 7, 5, 2, 9, 11, 10, 6]",[ 3  1  4  5  6 10  9  7  2 11  8  6]
644,12-644,"[0, 3, 4, 8, 1, 7, 5, 2, 10, 9, 11, 6]",[ 3  1  4  5  6 10  9  8 11  2  7  6]
645,12-645,"[0, 3, 4, 8, 2, 7, 5, 1, 10, 9, 11, 6]",[ 3  1  4  6  5 10  8  9 11  2  7  6]
646,12-646,"[0, 3, 4, 8, 2, 9, 11, 10, 7, 5, 1, 6]",[ 3  1  4  6  7  2 11  9 10  8  5  6]
647,12-647L,"[0, 3, 4, 9, 11, 5, 1, 10, 8, 7, 2, 6]",[ 3  1  5  2  6  8  9 10 11  7  4  6]
648,12-648,"[0, 3, 4, 9, 11, 10, 7, 5, 1, 8, 2, 6]",[ 3  1  5  2 11  9 10  8  7  6  4  6]
649,12-649,"[0, 3, 4, 9, 11, 10, 8, 5, 1, 7, 2, 6]",[ 3  1  5  2 11 10  9  8  6  7  4  6]
650,12-650P,"[0, 3, 4, 9, 7, 11, 5, 2, 1, 8, 10, 6]",[ 3  1  5 10  4  6  9 11  7  2  8  6]
651,12-651,"[0, 3, 4, 9, 7, 2, 1, 5, 11, 8, 10, 6]",[ 3  1  5 10  7 11  4  6  9  2  8  6]
652,12-652,"[0, 3, 4, 10, 2, 7, 9, 8, 5, 1, 11, 6]",[ 3  1  6  4  5  2 11  9  8 10  7  6]
653,12-653,"[0, 3, 4, 10, 2, 9, 11, 8, 7, 5, 1, 6]",[ 3  1  6  4  7  2  9 11 10  8  5  6]
654,12-654,"[0, 3, 4, 10, 5, 1, 11, 8, 7, 9, 2, 6]",[ 3  1  6  7  8 10  9 11  2  5  4  6]
655,12-655,"[0, 3, 4, 10, 8, 5, 9, 11, 7, 2, 1, 6]",[ 3  1  6 10  9  4  2  8  7 11  5  6]
656,12-656,"[0, 3, 4, 11, 5, 1, 10, 8, 7, 9, 2, 6]",[ 3  1  7  6  8  9 10 11  2  5  4  6]
657,12-657,"[0, 3, 4, 11, 5, 2, 10, 8, 7, 9, 1, 6]",[ 3  1  7  6  9  8 10 11  2  4  5  6]
658,12-658,"[0, 3, 4, 11, 10, 8, 5, 7, 1, 9, 2, 6]",[ 3  1  7 11 10  9  2  6  8  5  4  6]
659,12-659,"[0, 3, 4, 1, 8, 2, 7, 5, 9, 11, 10, 6]",[ 3  1  9  7  6  5 10  4  2 11  8  6]
660,12-660L,"[0, 3, 4, 1, 9, 11, 5, 10, 8, 7, 2, 6]",[ 3  1  9  8  2  6  5 10 11  7  4  6]
661,12-661,"[0, 3, 4, 1, 9, 8, 10, 2, 7, 5, 11, 6]",[ 3  1  9  8 11  2  4  5 10  6  7  6]
662,12-662,"[0, 3, 4, 2, 7, 9, 1, 8, 5, 11, 10, 6]",[ 3  1 10  5  2  4  7  9  6 11  8  6]
663,12-663S,"[0, 3, 4, 2, 7, 11, 5, 1, 8, 10, 9, 6]",[ 3  1 10  5  4  6  8  7  2 11  9  6]
664,12-664,"[0, 3, 4, 2, 7, 1, 8, 5, 9, 11, 10, 6]",[ 3  1 10  5  6  7  9  4  2 11  8  6]
665,12-665,"[0, 3, 4, 2, 8, 1, 10, 9, 5, 7, 11, 6]",[ 3  1 10  6  5  9 11  8  2  4  7  6]
666,12-666,"[0, 3, 4, 2, 9, 11, 8, 7, 1, 5, 10, 6]",[ 3  1 10  7  2  9 11  6  4  5  8  6]
667,12-667,"[0, 3, 4, 2, 9, 8, 10, 7, 11, 5, 1, 6]",[ 3  1 10  7 11  2  9  4  6  8  5  6]
668,12-668,"[0, 3, 4, 2, 10, 5, 9, 11, 8, 7, 1, 6]",[ 3  1 10  8  7  4  2  9 11  6  5  6]
669,12-669P,"[0, 3, 4, 2, 10, 5, 11, 8, 7, 9, 1, 6]",[ 3  1 10  8  7  6  9 11  2  4  5  6]
670,12-670,"[0, 3, 4, 2, 10, 7, 9, 8, 1, 5, 11, 6]",[ 3  1 10  8  9  2 11  5  4  6  7  6]
671,12-671,"[0, 3, 5, 9, 4, 2, 10, 11, 8, 7, 1, 6]",[ 3  2  4  7 10  8  1  9 11  6  5  6]
672,12-672P,"[0, 3, 5, 9, 8, 1, 7, 4, 2, 10, 11, 6]",[ 3  2  4 11  5  6  9 10  8  1  7  6]
673,12-673,"[0, 3, 5, 9, 8, 4, 2, 7, 1, 10, 11, 6]",[ 3  2  4 11  8 10  5  6  9  1  7  6]
674,12-674,"[0, 3, 5, 10, 11, 8, 7, 1, 9, 4, 2, 6]",[ 3  2  5  1  9 11  6  8  7 10  4  6]
675,12-675,"[0, 3, 5, 10, 11, 9, 8, 4, 1, 7, 2, 6]",[ 3  2  5  1 10 11  8  9  6  7  4  6]
676,12-676L,"[0, 3, 5, 10, 9, 4, 1, 11, 7, 8, 2, 6]",[ 3  2  5 11  7  9 10  8  1  6  4  6]
677,12-677,"[0, 3, 5, 11, 4, 8, 9, 7, 2, 1, 10, 6]",[ 3  2  6  5  4  1 10  7 11  9  8  6]
678,12-678L,"[0, 3, 5, 11, 4, 1, 9, 10, 8, 7, 2, 6]",[ 3  2  6  5  9  8  1 10 11  7  4  6]
679,12-679,"[0, 3, 5, 11, 7, 8, 1, 10, 9, 4, 2, 6]",[ 3  2  6  8  1  5  9 11  7 10  4  6]
680,12-680,"[0, 3, 5, 11, 10, 2, 9, 7, 8, 4, 1, 6]",[ 3  2  6 11  4  7 10  1  8  9  5  6]
681,12-681,"[0, 3, 5, 11, 10, 7, 8, 1, 9, 4, 2, 6]",[ 3  2  6 11  9  1  5  8  7 10  4  6]
682,12-682,"[0, 3, 5, 11, 10, 7, 8, 4, 2, 9, 1, 6]",[ 3  2  6 11  9  1  8 10  7  4  5  6]
683,12-683,"[0, 3, 5, 1, 7, 4, 11, 10, 8, 9, 2, 6]",[ 3  2  8  6  9  7 11 10  1  5  4  6]
684,12-684,"[0, 3, 5, 2, 7, 8, 4, 10, 9, 1, 11, 6]",[ 3  2  9  5  1  8  6 11  4 10  7  6]
685,12-685,"[0, 3, 5, 2, 10, 11, 9, 4, 8, 7, 1, 6]",[ 3  2  9  8  1 10  7  4 11  6  5  6]
686,12-686L,"[0, 3, 5, 2, 1, 8, 9, 7, 11, 4, 10, 6]",[ 3  2  9 11  7  1 10  4  5  6  8  6]
687,12-687,"[0, 3, 5, 4, 8, 9, 2, 10, 7, 1, 11, 6]",[ 3  2 11  4  1  5  8  9  6 10  7  6]
688,12-688S,"[0, 3, 5, 4, 8, 1, 7, 2, 10, 11, 9, 6]",[ 3  2 11  4  5  6  7  8  1 10  9  6]
689,12-689,"[0, 3, 5, 4, 8, 1, 7, 2, 11, 9, 10, 6]",[ 3  2 11  4  5  6  7  9 10  1  8  6]
690,12-690P,"[0, 3, 5, 4, 11, 7, 1, 10, 8, 9, 2, 6]",[ 3  2 11  7  8  6  9 10  1  5  4  6]
691,12-691,"[0, 3, 5, 4, 1, 8, 2, 7, 11, 9, 10, 6]",[ 3  2 11  9  7  6  5  4 10  1  8  6]
692,12-692,"[0, 3, 5, 4, 1, 9, 10, 8, 2, 7, 11, 6]",[ 3  2 11  9  8  1 10  6  5  4  7  6]
693,12-693,"[0, 3, 5, 4, 2, 8, 1, 9, 10, 7, 11, 6]",[ 3  2 11 10  6  5  8  1  9  4  7  6]
694,12-694,"[0, 3, 7, 8, 10, 4, 9, 5, 2, 1, 11, 6]",[ 3  4  1  2  6  5  8  9 11 10  7  6]
695,12-695,"[0, 3, 7, 8, 10, 4, 11, 9, 5, 2, 1, 6]",[ 3  4  1  2  6  7 10  8  9 11  5  6]
696,12-696S,"[0, 3, 7, 8, 10, 5, 11, 4, 2, 1, 9, 6]",[ 3  4  1  2  7  6  5 10 11  8  9  6]
697,12-697,"[0, 3, 7, 8, 10, 9, 4, 2, 11, 5, 1, 6]",[ 3  4  1  2 11  7 10  9  6  8  5  6]
698,12-698P,"[0, 3, 7, 8, 1, 11, 5, 2, 10, 9, 4, 6]",[ 3  4  1  5 10  6  9  8 11  7  2  6]
699,12-699,"[0, 3, 7, 8, 5, 10, 4, 2, 1, 9, 11, 6]",[ 3  4  1  9  5  6 10 11  8  2  7  6]
700,12-700P,"[0, 3, 7, 9, 10, 5, 11, 8, 4, 2, 1, 6]",[ 3  4  2  1  7  6  9  8 10 11  5  6]
701,12-701,"[0, 3, 7, 9, 10, 8, 4, 11, 5, 2, 1, 6]",[ 3  4  2  1 10  8  7  6  9 11  5  6]
702,12-702,"[0, 3, 7, 9, 2, 8, 4, 1, 11, 10, 5, 6]",[ 3  4  2  5  6  8  9 10 11  7  1  6]
703,12-703,"[0, 3, 7, 9, 2, 1, 10, 8, 4, 5, 11, 6]",[ 3  4  2  5 11  9 10  8  1  6  7  6]
704,12-704,"[0, 3, 7, 9, 2, 1, 11, 8, 4, 10, 5, 6]",[ 3  4  2  5 11 10  9  8  6  7  1  6]
705,12-705,"[0, 3, 7, 9, 4, 5, 2, 8, 1, 11, 10, 6]",[ 3  4  2  7  1  9  6  5 10 11  8  6]
706,12-706,"[0, 3, 7, 9, 5, 4, 10, 8, 1, 2, 11, 6]",[ 3  4  2  8 11  6 10  5  1  9  7  6]
707,12-707,"[0, 3, 7, 9, 5, 4, 2, 8, 1, 10, 11, 6]",[ 3  4  2  8 11 10  6  5  9  1  7  6]
708,12-708,"[0, 3, 7, 1, 9, 2, 4, 11, 10, 8, 5, 6]",[ 3  4  6  8  5  2  7 11 10  9  1  6]
709,12-709,"[0, 3, 7, 1, 11, 4, 5, 2, 9, 8, 10, 6]",[ 3  4  6 10  5  1  9  7 11  2  8  6]
710,12-710,"[0, 3, 7, 1, 11, 8, 9, 2, 10, 5, 4, 6]",[ 3  4  6 10  9  1  5  8  7 11  2  6]
711,12-711,"[0, 3, 7, 2, 4, 5, 11, 9, 8, 1, 10, 6]",[ 3  4  7  2  1  6 10 11  5  9  8  6]
712,12-712S,"[0, 3, 7, 2, 4, 5, 11, 10, 8, 1, 9, 6]",[ 3  4  7  2  1  6 11 10  5  8  9  6]
713,12-713L,"[0, 3, 7, 2, 8, 1, 10, 11, 9, 5, 4, 6]",[ 3  4  7  6  5  9  1 10  8 11  2  6]
714,12-714,"[0, 3, 7, 2, 10, 8, 9, 11, 5, 4, 1, 6]",[ 3  4  7  8 10  1  2  6 11  9  5  6]
715,12-715,"[0, 3, 7, 2, 1, 9, 10, 8, 5, 11, 4, 6]",[ 3  4  7 11  8  1 10  9  6  5  2  6]
716,12-716,"[0, 3, 7, 2, 1, 9, 11, 4, 10, 8, 5, 6]",[ 3  4  7 11  8  2  5  6 10  9  1  6]
717,12-717,"[0, 3, 7, 2, 1, 10, 8, 9, 5, 11, 4, 6]",[ 3  4  7 11  9 10  1  8  6  5  2  6]
718,12-718,"[0, 3, 7, 2, 1, 11, 8, 10, 4, 9, 5, 6]",[ 3  4  7 11 10  9  2  6  5  8  1  6]
719,12-719,"[0, 3, 7, 4, 5, 10, 8, 2, 1, 9, 11, 6]",[ 3  4  9  1  5 10  6 11  8  2  7  6]
720,12-720,"[0, 3, 7, 4, 5, 11, 9, 2, 1, 8, 10, 6]",[ 3  4  9  1  6 10  5 11  7  2  8  6]
721,12-721,"[0, 3, 7, 4, 2, 8, 1, 9, 11, 10, 5, 6]",[ 3  4  9 10  6  5  8  2 11  7  1  6]
722,12-722,"[0, 3, 7, 4, 2, 9, 8, 10, 11, 5, 1, 6]",[ 3  4  9 10  7 11  2  1  6  8  5  6]
723,12-723,"[0, 3, 7, 4, 2, 1, 8, 9, 11, 5, 10, 6]",[ 3  4  9 10 11  7  1  2  6  5  8  6]
724,12-724,"[0, 3, 7, 5, 10, 11, 8, 2, 1, 9, 4, 6]",[ 3  4 10  5  1  9  6 11  8  7  2  6]
725,12-725,"[0, 3, 7, 5, 11, 4, 1, 2, 9, 8, 10, 6]",[ 3  4 10  6  5  9  1  7 11  2  8  6]
726,12-726,"[0, 3, 7, 5, 11, 8, 1, 2, 10, 9, 4, 6]",[ 3  4 10  6  9  5  1  8 11  7  2  6]
727,12-727,"[0, 3, 7, 5, 2, 1, 8, 9, 11, 4, 10, 6]",[ 3  4 10  9 11  7  1  2  5  6  8  6]
728,12-728,"[0, 3, 9, 1, 2, 4, 11, 8, 7, 5, 10, 6]",[ 3  6  4  1  2  7  9 11 10  5  8  6]
729,12-729,"[0, 3, 9, 1, 2, 7, 5, 4, 11, 8, 10, 6]",[ 3  6  4  1  5 10 11  7  9  2  8  6]
730,12-730,"[0, 3, 9, 1, 8, 7, 5, 2, 10, 11, 4, 6]",[ 3  6  4  7 11 10  9  8  1  5  2  6]
731,12-731,"[0, 3, 9, 1, 11, 8, 7, 2, 4, 5, 10, 6]",[ 3  6  4 10  9 11  7  2  1  5  8  6]
732,12-732,"[0, 3, 9, 1, 11, 10, 5, 2, 7, 8, 4, 6]",[ 3  6  4 10 11  7  9  5  1  8  2  6]
733,12-733,"[0, 3, 9, 4, 5, 2, 10, 8, 7, 11, 1, 6]",[ 3  6  7  1  9  8 10 11  4  2  5  6]
